method,block,iter,t,gaussians,added,pruned,block_seconds,val_psnr,val_ssim,reward,stop_intent,block_steps,densify_mode,densification_interval,prune_mode,opacity_reset,stop,densify_threshold_mult,prune_opacity_threshold,position_lr_mult,feature_lr_mult,opacity_lr_mult,scaling_lr_mult,rotation_lr_mult
baseline,272,27200,365.021,1430127,0,0,1.5191,20.364,0.7741,-0.0759,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,273,27300,366.522,1430127,0,0,1.5013,20.399,0.774,-0.0936,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,274,27400,368.031,1430127,0,0,1.5092,20.294,0.7736,-0.0827,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,275,27500,369.482,1430127,0,0,1.4512,20.225,0.775,-0.0754,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,276,27600,370.946,1430127,0,0,1.4642,20.337,0.7732,-0.0732,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,277,27700,372.36,1430127,0,0,1.4139,20.319,0.775,-0.0865,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,278,27800,373.81,1430127,0,0,1.4497,20.306,0.773,-0.0724,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,279,27900,375.359,1430127,0,0,1.5491,20.296,0.772,-0.084,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,280,28000,376.814,1430127,0,0,1.4545,20.29,0.7754,-0.0727,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,281,28100,378.264,1430127,0,0,1.4507,20.265,0.7728,-0.0872,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,282,28200,379.689,1430127,0,0,1.4248,20.403,0.7742,-0.0712,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,283,28300,381.091,1430127,0,0,1.4024,20.466,0.7759,-0.0701,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,284,28400,382.523,1430127,0,0,1.4318,20.347,0.775,-0.0716,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,285,28500,383.983,1430127,0,0,1.4603,20.178,0.7735,-0.1049,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,286,28600,385.449,1430127,0,0,1.4652,20.335,0.7741,-0.0741,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,287,28700,386.879,1430127,0,0,1.4307,20.403,0.7758,-0.0715,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,288,28800,388.391,1430127,0,0,1.512,20.382,0.7763,-0.083,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,289,28900,389.888,1430127,0,0,1.4969,20.318,0.7743,-0.0751,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,290,29000,391.391,1430127,0,0,1.5028,20.253,0.7739,-0.0919,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,291,29100,392.873,1430127,0,0,1.4818,20.354,0.7745,-0.0741,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,292,29200,394.316,1430127,0,0,1.4426,20.321,0.7747,-0.0759,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,293,29300,395.726,1430127,0,0,1.4103,20.213,0.7726,-0.0851,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,294,29400,397.182,1430127,0,0,1.4566,20.295,0.7751,-0.0728,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,295,29500,398.628,1430127,0,0,1.4454,20.25,0.7731,-0.1053,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,296,29600,400.078,1430127,0,0,1.4498,20.364,0.7766,-0.0725,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,297,29700,401.483,1430127,0,0,1.4058,20.354,0.7745,-0.0892,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,298,29800,402.935,1430127,0,0,1.4517,20.264,0.7754,-0.0726,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,299,29900,404.38,1430127,0,0,1.4453,20.376,0.7749,-0.0818,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,300,30000,405.83,1430127,0,0,1.4495,20.345,0.7751,-0.0731,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
